id,label,text,len_text
8004,nao_argumento,(muitos médicos ainda se recusam a se envolver em ambos). ,10
8005,argumento,"poupar a vida de até algumas vítimas em potencial dissuadindo seus assassinos é mais importante do que preservar a vida de assassinos condenados por causa da possibilidade, ou mesmo da probabilidade, de executá-las não impediria os outros. ",37
8006,argumento,"uma vez que todos os tomadores de decisão concordem que uma sentença de morte é apropriada, vidas inocentes serão perdidas por falta de imposição da sentença. "" ",27
8007,argumento,"se você e / ou outras pessoas contra a pena de morte não têm reivindicações verificáveis ​​de inocentes reais executados, por que alguém aceitaria essas reivindicações? ",26
8008,argumento,"ele também escreveu que: “o fato de Caim não ser morto, mas ter uma marca de reprovação aos olhos dos homens é a lição que devemos tirar do antigo testamento, para não falar dos evangelhos ...” (veja “reflexões sobre a guilhotina ”em sua resistência, rebelião e morte.) ",47
8009,argumento,"entre 2000 e 2010, a taxa de homicídios nos estados com pena de morte foi 25-46% maior do que nos estados sem pena de morte. ",25
8010,nao_argumento,"buck entrou com uma petição de habeas contestando a decisão de seu advogado de apresentar o testemunho de viés, e o tribunal distrital negou. ",24
8011,argumento,todas as sentenças de morte devem ser comutadas para sentenças de prisão. ,12
8012,nao_argumento,"bizarramente, hood se representou e venceu quase metade da acusação de 70 acusações e também 'venceu' a fase de sentença do julgamento quando um júri, depois de deliberar apenas cerca de uma hora e meia, retornou um veredicto de vida sem liberdade condicional - uma sentença qual capa se ofereceu para aceitar uma confissão de culpa. ",56
8013,nao_argumento,"c) ms. a ilógica de meehan incluiria a remoção de qualquer sanção pela qual um prisioneiro cometa suicídio enquanto estiver na prisão, provavelmente, causando a remoção de todas as sanções, com base em ms. mau raciocínio de meehan. ",38
8014,nao_argumento,trabalhadores domésticos muitas vezes são incapazes de escapar do tratamento de seus empregadores no golfo e o siti sofre de uma doença mental. ,23
8015,nao_argumento,América percorreu um longo caminho desde enforcamentos públicos. ,8
8016,argumento,(20) o corolário desse imperativo é que o atual sistema de punição capital viola um princípio central da justiça capital - que os criminosos mais repreensíveis merecem execução e outros merecem sentenças menores. ,33
8017,argumento,"wolfson conclui: 'dado que o efeito dissuasor da pena de morte por homicídio na prisão deve ser seriamente duvidado, é claro que a gestão e as mudanças físicas na prisão fariam mais do que qualquer sanção legal legislada para reduzir o número de assassinatos na prisão. "" ",47
8018,nao_argumento,"se existe um caso verdadeiro - baseado no ensino católico tradicional - de que a pena capital deve ser abolida, ela deve ser apresentada através do magistério papal no formato apropriado, constituição apostólica, exortação apostólica, carta apostólica ou encíclica. ",39
8019,nao_argumento,"de acordo com o jogador de futebol vencedor do troféu heisman, tim tebow, ""a razão de eu estar aqui"" é porque sua mãe ignorou o conselho dos médicos que recomendaram o aborto. ",32
8020,argumento,a moralidade nunca é confirmada por um assassinato legalizado. ,9
8021,nao_argumento,"- este artigo trata de lorilei guillory, mãe de um menino de 6 anos de idade, iowa, assassinado há 11 anos. ",21
8022,nao_argumento,"(21) cada vez mais, a suprema corte encoraja essa justiça apressada. ",11
8023,argumento,"mas, a menos que alguém possa garantir um fluxo completo e constante de execuções, suficiente para realizar as tarefas que os defensores da pena de morte afirmam que pode fazer, há mais razões para não matar ninguém. ",37
8024,argumento,"por outro lado, criminosos muito menos detestáveis ​​por qualquer padrão moral racional - como o spenkelink, 'o indivíduo menos detestável no corredor da morte' - foram para a morte porque seus julgamentos 'foram bem. "" ",35
8025,nao_argumento,"aqui o camus se opõe à ciência e à filosofia, rejeitando as alegações de todas as formas de análise racional: “que a razão universal, prática ou ética, esse determinismo, as categorias que explicam tudo são suficientes para fazer rir um homem decente” (ms, 21) . ",45
8026,nao_argumento,a.m.a. evitou uma grande parte do problema ético. ,8
8027,argumento,esses cenários podem ser vistos como justiça? ,7
8028,nao_argumento,leia o relatório e o comunicado de imprensa. ,8
8029,nao_argumento,"e seria muito mais do que US $ 30 / mês se o prisioneiro estivesse trabalhando em período integral, o que deveria ser. ",23
8030,nao_argumento,"o texas respondeu que os tribunais federais não puderam analisar tal alegação, porque o advogado pós-condenação de buck não conseguiu levantá-la em tempo hábil no nível estadual. ",27
8031,argumento,"pesquisa da gallup encontra menor apoio à pena de morte quando comparada à sentença de prisão perpétua em maio de 2004 A pesquisa da gallup descobriu que um número crescente de americanos apóia uma sentença de vida sem condicional, em vez da pena de morte para os condenados por assassinato. ",50
8032,argumento,outros grupos de pessoas discordam que a pena de morte é uma punição cruel e incomum. ,16
8033,nao_argumento,o estado também se opõe à sugestão mais ampla de buck de que a abordagem do quinto circuito aos certificados de apelação é excessivamente restritiva ou inconsistente com os casos da suprema corte. ,33
8034,nao_argumento,estas não são perguntas ociosas. ,5
8035,argumento,"o apoio cai ainda mais, para menos de 50%, quando é oferecida a punição alternativa à prisão perpétua sem liberdade condicional. ",21
8036,nao_argumento,"o histórico conturbado do réu, que inclui relatos de espancamentos e desnutrição na infância, provavelmente ocupará o centro das atenções. ",20
8037,argumento,"para que a pena de morte realmente reduza o crime, todos nós devemos perceber que seremos mortos pessoalmente e sem dúvida se cometermos crimes específicos e que não haverá absolutamente nenhuma esperança de suspensão. ",34
8038,nao_argumento,"9, por exemplo, no sistema judicial federal durante o ano encerrado em 30 de junho de 1980, 28598 acusados ​​foram condenados, enquanto apenas 4405 acusados ​​apresentaram recursos. ",27
8039,nao_argumento,"ele formou-se em direito pela harvard law school, trabalhou na justiça associada arthur j. Goldberg, no período da Suprema Corte de 1964 a 65, e lecionou em Harvard por quase duas décadas antes de ingressar nos EUA. tribunal de apelações para o primeiro circuito em 1980. ",46
8040,nao_argumento,"ambos os lados, arejando suas posições. ",6
8041,argumento,"Êxodo 21:12 diz: 'Aquele que ferir um homem, para que ele morra, certamente será morto. "" ",16
8042,nao_argumento,espero responder a alguns de seus outros comentários nos próximos dias; mas eu simplesmente não tenho tempo para ler e responder a todos os artigos aos quais você vinculou. ,29
8043,nao_argumento,"Uma verdadeira graça salvífica neste desastre é que, com nossas duas interpretações, podemos confiar no papa Bento, que, quando o cardeal Radzinger, concordou que esses novos ensinamentos representavam um julgamento prudencial e, como tal, qualquer bom católico poderia discordar deles. ensinamentos recentes da igreja. ",44
8044,argumento,em estados adjacentes - um com pena de morte e o outro sem ela - o estado que pratica a pena de morte nem sempre mostra uma taxa consistentemente menor de homicídio criminal. ,33
8045,argumento,"é improvável que um punhado de execuções por ano tenha algum efeito real de dissuasão, principalmente nas pessoas a quem a sociedade mais gostaria de ser dissuadida, por exemplo, serial killers, múltiplos estupradores e barões das drogas. ",37
8046,argumento,Sr. Buck foi condenado à morte por um júri informado por um psicólogo especialista que era mais provável que ele fosse perigoso por ser afro-americano. ,25
8047,nao_argumento,(símbolo de seção necessário) 27.7001 (supp oeste. ,7
8048,argumento,"a pena de morte arrebata a vida do criminoso em uma fração de segundo, o que não leva ao arrependimento do criminoso. ",22
8049,nao_argumento,Um trabalho eficaz contra as drogas de rua e o alcoolismo também pode impedir muita violência. ,16
8050,argumento,"se um indivíduo pode se transformar em um animal por uma fração de minuto e pode realizar qualquer crime brutal, ele deve ser tratado como um animal para fazê-lo se arrepender por seu ""ato de ousar"" e até mesmo dar um exemplo na frente de outros na sociedade . ",49
8051,argumento,"2) reintroduzir a pena de morte apenas para os 'piores' assassinos, o que seria pelo menos uma retribuição pelos terríveis crimes que cometeram e os incapacitaria permanentemente. ",27
8052,argumento,"com todos os nossos avanços nas ciências, sociologia, psicologia, educação, tecnologia e assim por diante, devemos ter mais técnicas civilizadas, socialmente eficazes e não letais, para punir (e reabilitar) criminosos, enquanto protegemos o resto da sociedade. ",36
8053,argumento,acredita-se pelos infratores da pena de morte que essa punição é tendenciosa e é executada de maneira racial. ,18
8054,nao_argumento,advogados de michael madison farão discussões quinta-feira em um tribunal de cleveland por poupar sua vida. ,16
8055,nao_argumento,sua opinião sobre a pena de morte evoluiu ao longo dos anos? ,12
8056,nao_argumento,o aborto pode levar a futuros problemas médicos para a mãe. ,11
8057,nao_argumento,mesmo essas crenças da população em geral estão sujeitas a alterações. ,11
8058,nao_argumento,o feto não deve ser punido por um erro cometido por adultos. ,12
8059,nao_argumento,o participante do debate marc hyden concorda. ,7
8060,nao_argumento,(pesquisa do gallup: 9 a 12 de outubro de 2006) americanos dividiram-se entre pena de morte e vida sem liberdade condicional em junho de 2006 A pesquisa da tns (divulgada pelo Washington Post e pelo abc news) encontrou pouca mudança na opinião americana sobre a pena de morte nos últimos três anos. ,52
8061,argumento,"como justiça william o. douglas observou em furman: ""procuramos em vão nossas crônicas pela execução de qualquer membro dos estratos afluentes dessa sociedade"" (408 nos 238). ",26
8062,argumento,"o crime seria desenfreado como nunca antes, se não houvesse uma maneira de impedir as pessoas de cometerem os atos. ",20
8063,argumento,"isso é ótimo daqui para frente, mas pouco ajuda os que já foram condenados por testemunhas com defeito, especialmente em casos como davis ', onde o testemunho foi obtido com métodos agora conhecidos por aumentar substancialmente as chances de erros de identificação. ",42
8064,nao_argumento,"Um exemplo de um indivíduo tão determinado é o assassino de policiais admitido, Jamie Hood, que foi recentemente condenado pelo assassinato de Atenas, policial da Geórgia, amigo cristão. ",28
8065,nao_argumento,"em vez disso, ele optou por fazer parte dessa conspiração. ",10
8066,argumento,"É um caso federal de pena de morte no contexto de um crime de ódio - então você tem esse uso ambicioso da pena de morte - depois do glossip, quando breyer sinalizou que achava que a pena de morte era inconstitucional.  ",42
8067,nao_argumento,o centro informou que o apoio à pena de morte era maior entre homens e mulheres e era substancialmente maior entre brancos (69%) do que entre afro-americanos (44%) e hispânicos (45%). ,31
8068,argumento,"de todas as sanções, a pena de morte tem maior processo devido, pré-julgamento, julgamento, recursos e em considerações de comutação / clemência. ",22
8069,nao_argumento,"especialmente em um ambiente em que o gallup indica que apenas uma minoria de americanos tem uma ""grande quantidade"" ou ""boa quantidade de"" confiança na mídia. ",26
8070,nao_argumento,houve um atraso semelhante na execução de elliot rod johnson no texas. ,12
8071,nao_argumento,sete eram psicóticos quando crianças ou quando examinados na prisão. ,10
8072,argumento,é fácil exagerar a humanidade e a eficácia desse método; não se pode saber se a injeção letal é realmente indolor e há evidências de que não é. ,28
8073,nao_argumento,"Eu fui muito mais completo aqui, porque é a revista america. ",11
8074,nao_argumento,os coletores de impostos não estão fazendo isso? ,8
8075,nao_argumento,Eu suspeito que seja perto de 15%. ,7
8076,argumento,altera: executar alguém diminui o tempo e a probabilidade de o criminoso reparar qualquer dano causado pelo crime. ,18
8077,nao_argumento,uma pesquisa da Gallup descobriu que 46% dos adultos pesquisados ​​acreditavam que o sr. os nichols devem ser sentenciados à prisão perpétua ou a uma sentença menor (42% de vida; 4% menor). ,32
8078,argumento,"a morte na forca é facilmente confusa: se a queda for muito curta, haverá uma morte lenta e agonizante por estrangulamento. ",21
8079,argumento,a economia de tempo e dinheiro será ilusória. ,8
8080,argumento,"6) uma porcentagem muito pequena de pessoal da prisão, possivelmente 1% que eu ouvi falar, desenvolveu algum tipo de problema ao se envolver com a pena de morte. ",28
8081,argumento,"Como resultado, alguns carrascos estatais buscaram meios questionáveis ​​de obter os produtos químicos mortais de outros estados e empresas estrangeiras, incluindo um atacadista farmacêutico que trabalha nas traseiras de uma escola de condução em Londres. ",35
8082,nao_argumento,"(angus reid global scan, 1 de julho de 2006). ",9
8083,nao_argumento,"não acredito que a maioria das pessoas que apóie a pena de morte ou outras penas severas o faça por motivos sádicos, mas pelo desespero de que eles e suas famílias estejam sendo dominados pela crescente onda de crimes que eles percebem o governo está fazendo muito pouco para protegê-los. ",50
8084,nao_argumento,"opinião pública: a Fox News investiga a pena de morte em apoio a uma pesquisa recente da Fox News descobriu que 69% dos americanos são a favor da pena de morte para pessoas condenadas por assassinato premeditado, uma queda de 7 pontos percentuais em relação ao número de entrevistados que apóiam a pena de morte em 1997. ",57
8085,nao_argumento,"a personalidade começa depois que um feto se torna ""viável"" (capaz de sobreviver fora do útero) ou após o nascimento, não na concepção. ",23
8086,nao_argumento,"18 ver corredor da morte nos EUA. banco de dados, nota 7 supra (relato de motivos de reversão). ",18
8087,nao_argumento,"em uma decisão 5-4, os EUA a suprema corte reverteu a decisão da suprema corte da califórnia, declarando que esta instrução do júri não violava a constituição federal. ",28
8088,nao_argumento,"no entanto, a moção não contestou a decisão do advogado de buck de apresentar a opinião de quijano de que, por causa de sua raça, era mais provável que buck fosse perigoso no futuro. ",34
8089,nao_argumento,"o histórico processual do caso Buck é, para dizer o mínimo, complicado. ",12
8090,nao_argumento,O presidente Clinton nomeou Breyer para suceder a Harry Blackmun na Suprema Corte em 1994. ,15
8091,argumento,"é evidente que criminosos mortos não podem cometer outros crimes, nem dentro da prisão, nem depois de escapar ou depois de serem libertados. ",23
8092,argumento,"não conheço ninguém, exceto criminosos e suas famílias, que se opõem. ",11
8093,nao_argumento,"O analista jurídico sênior da jeffrey toobin, jd, afirmou que roe v. wade era um marco do que é, no sentido mais verdadeiro, a libertação das mulheres. ",27
8094,nao_argumento,"nem, de acordo com o meu conhecimento, existe uma base empírica sólida para tal afirmação. ",15
8095,argumento,obter retribuição em nome das vítimas. ,6
8096,argumento,etheredge disse que o problema é que as pessoas com medo de cinza pensariam que estamos tratando as pessoas da mesma maneira que tratamos os animais. ,26
8097,nao_argumento,Por favor insira um endereço de e-mail válido . ,9
8098,nao_argumento,"se estivéssemos usando resultados judiciais para julgar, o gawker seria um vencedor claro na frente legal. ",16
8099,argumento,"pode-se argumentar, é claro, que se as execuções se tornarem tão difundidas e freqüentes quanto os defensores da pena de morte esperam, a publicidade de cada assassino diminuirá. ",28
8100,nao_argumento,"os tribunais, você diz? ",4
8101,nao_argumento,(observe a popularidade na mídia americana dos julgamentos de assassinato de capital lá.) ,13
8102,nao_argumento,"eles são frequentemente atacados, ou mesmo assassinados, por assassinos na prisão. ",11
8103,nao_argumento,"sobre notícias: notícias engraçadas e estranhas, política, que você também pode gostar: viver uma saúde saudável dica do dia, inscrever-se ocorreu um erro. ",23
8104,nao_argumento,"no entanto, vivemos um tempo de crescente crime grave, apesar do que o governo nos diz. ",16
8105,nao_argumento,você leu romano 13: 1 -4? ,6
8106,nao_argumento,"se você tem algo que, especificamente, rebate minhas críticas, sistemicamente, forneça. ",11
8107,nao_argumento,Eu conheço Taylor Wells. ,4
8108,argumento,mas houve muitos outros em que a culpa de um réu em um momento parecia certa e o caso do estado mais tarde se revelou. ,25
8109,argumento,alguns argumentam que a pena de morte ensinará à sociedade em geral a gravidade do crime. ,16
8110,nao_argumento,"que advogado competente colocaria essa evidência perante um júri? "" ",10
8111,nao_argumento,"lacaio v. texas, 115 s. ct. 1421, 1421 (1995) (stevens, j., Concordando com a negação de certiorari). ",17
8112,argumento,os EUA. o sistema judicial se esforça enormemente antes de permitir que uma sentença de morte seja executada. ,18
8113,argumento,"como ex-agente da lei, ex-promotor, advogado criminal e ""estudante"" de criminologia do mundo real, vi de perto as evidências sugerindo que os estados unidos não deveriam mais ter essa conversa, porque talvez seja a hora pôr um fim à pena de morte completamente. ",43
8114,nao_argumento,"Provavelmente, zero das pessoas com quem você falou teria dito que teria concordado com isso. ",15
8115,argumento,mas é seguro supor que as falhas expostas pela tecnologia do DNA persistem fora dessa pequena porcentagem de casos e provavelmente nas mesmas taxas. ,24
8116,argumento,'a Bíblia diz' olho por olho. '' ,7
8117,nao_argumento,"observe o histórico dos governos ao longo da história - muitas vezes operando com decepção, crueldade e ganância, muitas vezes se tornando donos dos cidadãos que deveriam servir. ",28
8118,nao_argumento,a suprema corte restabeleceu a pena de morte em 1976 somente depois que os estados reformaram seus estatutos legais para proteger melhor os direitos dos acusados. ,26
8119,nao_argumento,"enquanto ele está lá, o amigo atira no lojista. ",9
8120,nao_argumento,"'Bernard n. nathanson, md, o médico que faleceu após o aborto que renunciou ao seu trabalho anterior e se tornou um ativista pró-vida, afirmou que quando um aborto é realizado em um feto de 12 semanas de idade, 'vemos [em uma imagem de ultrassom] a criança boca aberta em um grito silencioso ... este é o grito silencioso de uma criança ameaçada iminentemente de extinção. ",65
8121,argumento,"como o presidente reagan disse em outro contexto, a dúvida deve sempre ser resolvida do lado da vida. ",18
8122,argumento,"é claro que, em sociedades penais estritas, como Cingapura, a taxa de criminalidade é muito menor do que nas sociedades efetivamente não penais, como a Grã-Bretanha. ",26
8123,nao_argumento,"os argumentos oferecidos aqui, no entanto, são meus e eu tenho total responsabilidade por eles. ",15
8124,nao_argumento,"assim, hoje em dia, ruth ellis também pode travar porque ela é sã, enquanto beverley allitt, que assassinou quatro crianças pequenas, seria reprimida porque ela tem a síndrome de munchausen por procuração ou assim ela e alguns psiquiatras afirmam. ",39
8125,argumento,"parte do apoio público contínuo à pena de morte pode estar dessa maneira, o governo desinfetou execuções para isolar o público de contemplar o que está realmente acontecendo. ",28
8126,argumento,"7) sim, existem alguns médicos que fazem parte dos 10% que se opõem a todas as execuções. ",17
8127,nao_argumento,apelo a César. ,3
8128,nao_argumento,"observou que, embora o procurador-geral do texas em seu comunicado à imprensa anterior possa ter indicado que seu escritório não faria objeção se os presos tentassem anular as sentenças de morte com base na introdução do testemunho de quijano, a oposição subsequente do estado aos os esforços para obter alívio tornaram o caso “estranho e factualmente incomum, mas nem mesmo extraordinariamente debatível. "" ",63
8129,nao_argumento,"a moralidade é contextual e depende das circunstâncias, cuja compreensão pode mudar, com o aumento da compreensão científica de todo o contexto da tomada de decisões. ",26
8130,nao_argumento,eu definitivamente concordaria com isso. ,5
8131,nao_argumento,"para aqueles de nós que pensam que há uma maneira humana de executar, vamos refletir sobre como algumas execuções realmente ocorrem. ",21
8132,argumento,as execuções são na verdade menos punitivas do que a vida sem liberdade condicional. ,14
8133,nao_argumento,"de acordo com pesquisas de políticas públicas, 58% dos entrevistados se opunham à pena de morte para pessoas com doença mental, enquanto apenas 28% a apoiavam. ",26
8134,argumento,"Davis foi condenado com base em testemunhos oculares, uma vez que não havia arma de crime ou evidência física apresentada pela promotoria. ",22
8135,argumento,"como não podemos razoavelmente tentar punir todos os crimes de acordo com esse princípio, é arbitrário invocá-lo como um requisito de justiça na punição do assassinato. ",26
8136,argumento,"'se essa regra significa que as punições são injustas, a menos que sejam como o próprio crime, o princípio é inaceitável: exigiria que estuprássemos estupradores, torturássemos torturadores e infligisse outras penas horríveis e degradantes aos infratores. ",36
8137,argumento,"os ativistas da pena de morte podem citar 25 razões diferentes pelas quais precisamos abolir a pena de morte: é cruel, degradante, desumano, e as famílias, isso é errado e a paz mundial. ",33
8138,argumento,alegações hipotéticas de inocência geralmente são apenas adiamento de táticas para adiar a execução o máximo possível. ,17
8139,argumento,a pena de morte deve ser aplicada tanto aos assassinos de negros quanto aos brancos. ,15
8140,argumento,e não se trata de vingança; é sobre justiça. ,9
8141,nao_argumento,é imoral matar um feto por conveniência. ,7
8142,nao_argumento,"para iniciantes, apenas 31 dos 50 u.s. estados empregam pena de morte. ",12
8143,nao_argumento,"ativistas anti-aborto acham o feto profundamente humano, algumas pessoas pró-aborto acham o feto um zigoto, uma coleção de células. ",19
8144,nao_argumento,"apenas 18% dos republicanos são contra a pena de morte, em comparação com metade dos democratas. ",16
8145,nao_argumento,acredito que você subestime a incidência de doenças mentais graves entre eles. ,12
8146,nao_argumento,"em muitos dos casos recentes de pena de morte do tribunal, os juízes foram profundamente divididos. ",16
8147,argumento,"o trabalho foi feito como obra do meu apostolado, da fundação do candelabro e de um livro que resultou em “punição capital e ensino social católico: uma tradição de apoio” que me revelou, sem qualquer dúvida, que o atual apoio à pena capital como expresso no catecismo da igreja católica, com as devidas reservas, continua o antigo apoio tradicional. ",59
8148,argumento,"na América, o sistema judicial parece, em geral, menos preocupado com o estado mental dos prisioneiros condenados e está disposto a executá-los. ",22
8149,nao_argumento,"cinco atiradores, um com espaços em branco, apontam e disparam. ",10
8150,nao_argumento,peço que você olhe além dos meus próprios preconceitos como editor fundador do gawker e como jornalista. ,17
8151,nao_argumento,"(30) além disso, experiências anteriores sugerem que o nível de execução não será muito alto. ",15
8152,nao_argumento,o estudo também descobriu que os paroquianos devotos e ativos na vida paroquial eram mais propensos a se opor à pena de morte. ,23
8153,nao_argumento,as respostas dadas pelos entrevistados brancos também mudaram na última década. ,11
8154,nao_argumento,"isso não é desculpa para um trabalho ruim, mas qualquer meio de comunicação produzido desde que o gawker tenha e o quanto o gawker tenha - e isso é fundamental: relatórios reais feitos - produziram trabalhos dos quais se arrepende. ",40
8155,argumento,"A liberação do gallup observou que o declínio no apoio pode estar ligado à questão da inocência, 'a era atual de menor apoio pode estar ligada às moratórias da pena de morte em vários estados a partir de 2000, depois que vários detentos no corredor da morte foram posteriormente inocentados. cujos crimes foram condenados. "" ",55
8156,argumento,você sabia que Deus realmente prometeu nos abençoar se seguirmos o plano dele de usar a pena de morte? ,19
8157,argumento,"a Bíblia prescreve a morte por assassinato e muitos outros crimes, incluindo seqüestro e bruxaria. ",15
8158,argumento,"um estudo da pena de morte no texas mostra que o atual sistema de pena de morte é uma conseqüência do legado racista da escravidão. "" ",26
8159,nao_argumento,"a injeção letal, como minha própria pesquisa mostrou, é percebida pela maioria dos entrevistados como o método menos cruel - provavelmente porque é o método menos horrível. ",27
8160,nao_argumento,e faz sentido que seria - ninguém quer morrer. ,9
8161,nao_argumento,"na verdade, não sabemos quantos, ou qual porcentagem, do pessoal da prisão tem problemas de consciência relacionados à pena de morte. ",21
8162,nao_argumento,"nacionalmente, o apoio à pena de morte permaneceu em 65%, semelhante aos números dos últimos três anos, mas caiu significativamente em relação a 1994, quando 80% apoiaram a pena de morte. ",31
8163,nao_argumento,"a mera recomendação de um júri não é suficiente. "" ",10
8164,nao_argumento,"os proponentes, identificando-se como pró-escolha, sustentam que a escolha do aborto é um direito da mulher que não deve ser limitado pela autoridade governamental ou religiosa e que supera qualquer direito reivindicado por um embrião ou feto. ",37
8165,argumento,também age como uma moral para o resto da humanidade. ,10
8166,nao_argumento,"com base nas opiniões neutras dos dois juízes, não vejo ninguém concordando com sua posição. ",15
8167,nao_argumento,"os jurados no julgamento de hogan se gabavam de querer colocar o gawker em seu lugar porque era ""arrogante""; não porque se envolvia em atividades ilegais. ",26
8168,argumento,"bem, todos os estados têm o direito de impor pena de morte. ",12
8169,nao_argumento,um estudo revisado por pares de 2008 publicado no jornal escandinavo de saúde pública descobriu que 'mulheres adultas jovens que se submetem a ... aborto podem estar em risco aumentado de depressão subseqüente. ,33
8170,nao_argumento,mas eu não sou . ,5
8171,nao_argumento,"em 30 de julho de 1995, ele foi para a casa de gardner em houston, onde atirou e matou tanto gardner quanto mordomo. ",23
8172,nao_argumento,"aceitando o absurdo como o humor dos tempos, ele pergunta acima de tudo se e como viver diante dele. ",19
8173,nao_argumento,Os referendos têm a vantagem de envolver o público no processo de tomada de decisão e de conscientizar a mídia sobre os assuntos a favor e contra as mudanças propostas. ,30
8174,nao_argumento,qualquer meio de comunicação de sua preferência. ,7
8175,argumento,"nenhuma quantidade de drogas, educação, reabilitação ou reforço positivo os mudarão. ",11
8176,nao_argumento,são pessoas reais que conhecem em primeira mão as consequências da insanidade e do horror do assassinato. ,17
8177,nao_argumento,'um estudo chinês de 2013 publicado no jornal indiano de câncer com revisão por pares encontrou uma associação entre câncer de mama e histórico de abortos. ,26
8178,argumento,"em uma eletrocussão, por exemplo, o homem condenado freqüentemente se esforça ou se lança contra as tiras restritivas após a primeira carga de eletricidade. ",24
8179,argumento,mas o próprio corredor da morte é uma punição terrível. ,10
8180,argumento,"com relação à raça, estudos têm mostrado repetidamente que uma sentença de morte é muito mais provável quando uma pessoa branca é assassinada do que onde uma pessoa negra é assassinada. ",31
8181,argumento,eles descobriram que a maioria dos 14 presos teve ferimentos na cabeça quando crianças e que nove tiveram 'sérias anormalidades neurológicas. ,21
8182,argumento,"como escreveu o prêmio Nobel Albert Camus, 'para que haja equivalência, a pena de morte teria que punir um criminoso que havia avisado sua vítima da data em que ele infligiria uma morte horrível a ele e que, a partir daquele momento, confinou-o à sua mercê por meses. ",48
8183,nao_argumento,"a pessoa condenada pelo assassinato pode realmente ter matado a vítima e pode até admitir ter feito isso, mas não concorda que o assassinato foi assassinato. ",26
8184,nao_argumento,então eu trato de alguns de seus outros pontos. ,9
8185,argumento,"americanos mais céticos quanto a qualquer efeito dissuasor da pena de morte, uma pesquisa recente da Harris descobriu que apenas 41% dos americanos acreditam que a pena de morte impede o crime, marcando o menor número de entrevistados em 27 anos dessa pesquisa. ",43
8186,nao_argumento,"houve apenas 1.238 assassinatos em 2000, resultando em uma taxa de 5,94, um pouco acima da taxa nacional que caiu para 5,51 / 100.000. ",24
8187,argumento,"se isso fosse feito e geralmente aceito como a principal base de prova contra uma pessoa acusada e uma sentença de prisão apropriada e determinada aprovada, envolvendo um regime sensato que combine punição e tratamento, tenho certeza de que reduzirá consideravelmente a incidência dos mais crimes graves e mais temidos. ",50
8188,nao_argumento,"Pessoalmente, acho que precisamos de execuções televisionadas todas as noites às 20:00. na televisão nacional. ",15
8189,nao_argumento,"de acordo com stuart w. g. derbyshire, phd, conferencista sênior da universidade de birmingham (inglaterra), '... não é possível segurar fetos para sentir dor. ",24
8190,argumento,uma má ação não é redimida por uma má ação de retaliação. ,12
8191,nao_argumento,"Lake County, Illinois. , o advogado assistente do estado, Michael Mermel, apresentou uma explicação improvável para os resultados do DNA: o sêmen pode ter entrado de alguma forma no corpo da garota enquanto ela brincava em uma área arborizada onde os adolescentes sabiam fazer sexo, disse Mermel. ",47
8192,nao_argumento,"Ele foi executado pelos romanos e suas últimas palavras foram 'perdoe-os porque não percebem o que estão fazendo. 
1	o ex-senador harold hughes (d., iowa), argumentando contra a pena de morte em 1974, declarou: '' não matarás '' é o menor dos dez mandamentos, sem complicações por qualificação ou exceção. impressionantemente imponente como o poderoso impulso de raios em cadeia de um céu escuro de verão.  ",66
8193,nao_argumento,"ninguém sabe realmente o que isso significa, porque quando alguém que amamos é morto, esse é o pior dos piores ”, disse a irmã helen precean. ",26
8194,nao_argumento,"entre os que disseram apoiar a pena de morte, 29% preferiram a alternativa de vida sem liberdade condicional quando ofereceram uma escolha entre as duas punições. ",26
8195,argumento,a pena de morte é racista e foi aplicada de maneira racialmente discriminatória. ,13
8196,nao_argumento,'eles também disseram que a taxa de mortalidade de uma colonoscopia é mais de 40 vezes maior que a de um aborto. ,22
8197,nao_argumento,"outras estatísticas estabelecidas neste artigo, incluindo o número e a localização do prisioneiro condenado à morte, onde foram executados, e sua raça e a raça de suas vítimas foram obtidas para o corredor da morte nos EUA. banco de dados (arquivado no fundo legal de defesa e educação naacp em nova york), que foi informatizado em 1984-1985. ",57
8198,argumento,"com uma sentença de morte, o sofrimento acaba em um instante. ",11
8199,nao_argumento,* 'com finalidade' significa que o tempo alocado para a suprema corte da Califórnia conceder uma nova audiência no caso já passou. ,22
8200,nao_argumento,"e algumas dessas coisas serão genuinamente, terrivelmente arrependidas. ",8
8201,nao_argumento,"cingapura adota uma linha igualmente dura em todas as outras formas de crime, com multas duras no local por ofensas triviais, como jogar lixo e mascar chiclete na rua, caning para homens entre 18 e 50 anos por uma ampla variedade de ofensas e prisão rigorosa por todos crimes graves. ",50
8202,argumento,a existência de alguns problemas sistêmicos não é motivo para abandonar todo o sistema de pena de morte. ,18
8203,nao_argumento,o spa teria imposto limites adicionais à capacidade dos presos estaduais de contestar a constitucionalidade de sua prisão através do habeas corpus. ,22
8204,nao_argumento,os resultados completos da pesquisa estão disponíveis no site da gallup por assinatura. ,13
8205,argumento,"Com essas alternativas em mente, consideremos 10 boas razões para se opor à pena de morte. ",16
8206,argumento,"nos estados unidos, michigan foi o primeiro estado a aboli-lo por assassinato em 1847. ",14
8207,nao_argumento,"Buck enfatiza que o ""testemunho de Quijano era tão diretamente contrário ao sr. interesses de buck, nenhum advogado de defesa competente o teria apresentado. "" ",25
