text,label,wmd_rate
dessa forma brasil poderá consolidar valorização patrimônio histórico,0,0.7619644080800076
acervo conhecimento acerca história humanidade possibilitado instituições preservam elementos históricos tais museus,0,0.7544383008370077
entretanto gerações atuais encontram desafio manter tais monumentos fim permitir continuidade,0,0.733146643776008
nesse contexto pode-se afirmar incontrovertível participação autoridades públicas manutenção desses patrimônios pois contrário provectos educativos retrocesso,1,0.7263071050800076
primeira instância cabe pontuar patrimônio histórico suma importância desenvolvimento intelectual homem,1,0.7638167086530081
sob ótica célebre frase filósofo immanuel kant “o humano educação faz dele” tem-se elementos históricos- fósseis documentos arquitetura obras- fatores imprescindíveis composição identidade humana visto homem consegue resgatar resquícios origens,1,0.7401712269420074
dessa forma percebe-se impacto positivo acervo histórico causa campo educacional,1,0.7612251748600075
ademais convém frisar reparos manutenção desses patrimônios infraestrutura poucos vai comprometendo tornando-se vulnerável impactos antrópicos,1,0.7421035382350074
evidente ocorreu setembro brasil incêndio tomou conta museu nacional rio janeiro evidenciando portanto falta políticas públicas evitar tal desastre,1,0.7510358033040068
sendo assim fragilidade espaços antigos rastilho abandono autoridades públicas,1,0.7578864833610081
destarte físico isaac newton dizia corpo tende permanecer inerte força atue,0,0.7530383659950081
coadunação tal preceito urge necessidade medidas eficazes evitar inércia impasses,0,0.7346285347400074
governo federal parceria ministério cultura deve ampliar investimentos manutenção infraestrutura instituições históricas gerações futuras possam contato,1,0.7691227665900077
além disso escolas devem promover palestras acerca importância patrimônios históricos formação intelectual indivíduos,1,0.7543886899080072
feito permitir-se-á progresso educação,0,0.7893756754500076
sob ótica mendeliana genética determina hereditariedade espécies quais carregam transmitem características descendentes,0,0.7518641519680076
coadunação tal preceito patrimônio histórico desempenha papel semelhante vez transmite nova geração elementos antepassados,0,0.753494806076007
nesse contexto pode-se afirmar conjunto bens históricos atrelado formação intelectual indivíduo entanto margem investimentos governamentais,1,0.7448641054100075
primeira instância cabe pontuar grande parte conhecimento contemporaneidade devido elementos históricos materiais imateriais,1,0.7537389360570073
escritor gilberto freyre afirmava fim social saber maior futilidades aplicando ideia patrimônio histórico atende objetivo social partir momento permite surgimento teorias levam homem entender cada vez origens,1,0.7307198163370069
exemplo disso teoria evolução charles darwin todo acervo documentos históricos fósseis animais possível continuidade estudos provectos,1,0.7550378282500076
ademais convém frisar instituições históricas espalhadas todo mundo encontram programas proteção investimentos manutenção,1,0.7540456947450073
grande exemplo emblemático disso ocorreu museu nacional rio janeiro incendiado extinguiu praticamente todos elementos históricos,1,0.7618342677760075
tal acontecimento rastilho abandono autoridades públicas investiram infraestrutura necessária evitar acidentes,1,0.7577899295070081
destarte faz-se necessária mobilização agentes competentes solucionar problemas supracitados,1,0.761964888021008
imprescindível governo parceria ministério cultura desenvolva políticas proteção patrimônio permitindo preservação fiscalizando qualquer tipo tentativa depredação vandalismo instalando câmeras vigilantes,1,0.750946808370008
feito genética patrimonial hereditária,0,0.7756237337500077
tida motores economia país agricultura brasileira conhecida moderna extremamente produtiva,1,0.7790303886700074
entanto produção concretize necessário utilize dentre outros métodos agrotóxicos,1,0.7483432513590081
porém lado uso desses químicos verticaliza produção outro causa problemas saúde humana meio ambiente,1,0.7432638556630071
assim deve fomentado debate consciente tocante uso agrotóxicos brasil,1,0.7374375978090081
segundo dados confederação agricultura pecuária brasil cna uso defensivos agrícolas crucial brasil pois devido forte utilização sistema plantação grandes lavouras áreas agrícolas podem facilmente dizimadas vez única praga,1,0.741218473209007
sendo assim ainda acordo cna defensivos promovem superprodução alimentos consequente barateamento consumidor final devido oferta abundante,1,0.7364123972600076
além disso grande estoque supre apenas demanda nacional serve reserva capital excedente vendido forma commodities mercado internacional garantindo superávit balança comercial,1,0.7524996385290085
entretanto críticas uso pesticidas gera impasse difícil discussão,0,0.7337179311800076
segundo ong internacional human rights watch hrw número novos casos câncer proporcional aumento uso agrotóxicos,1,0.7703766770690075
hrw aumento pode ligação direta consumo alimentos produzidos uso defensivos químicos,0,0.767968273275008
estar topo cadeia alimentar espécie humana ingere através bioacumulação agrotóxicos acumulados todos outros níveis tróficos teia alimentar,0,0.7608618258310077
restrito apenas saúde homem impactos ambientais constantes,1,0.7618192821900073
morte milhares pássaros silvestres regiões banhadas venenos agrícolas reflexo direto danos ambientais acarretados prática,0,0.771146280370007
fica claro portanto necessidade legislação promova ganhos produção tempo evite perdas saúde ecossistema,1,0.7366201093920072
segundo cientista americano carl sagan ciência deve vista vela meio escuridão,0,0.7710413915580081
partindo dessa premissa ministério agricultura deve promover através investimentos pesquisa científica desenvolvimento biopesticidas desenvolvendo doenças predadores atacam determinada praga dano meio ambiente homem,1,0.7454455031620069
prática biopesticidas uso venenos reduzido extinto,0,0.7688328540950075
governo precisa incentivar pequeno agricultor produzir agricultura familiar orgânica rotação culturas,1,0.764516247882008
dessa forma plantação reduzida pestes menor potencial afetar grandes áreas cultivo além garantir alimentos livres agrotóxicos frequentes mesa brasileiros,0,0.7555819833120069
segundo agência nacional vigilância sanitária anvisa brasil líder mundial uso agrotóxicos,1,0.793775971659008
totalidade discute questão saúde pública porque relatórios anuais organização nações unidas onu alertam perigos dessas substâncias organismo humano,1,0.750190823352008
dessa forma tem-se discussão econômica ambiental saúde geram argumentos favor agronegócio outros contra hostilidade tóxica saúde,1,0.7555216605400076
questão colocar equilíbrio problemáticas futuras viabilizar seriedade situação frente população,1,0.7616331951800075
nesse contexto percebe-se debate contínuo cenário brasileiro quanto uso herbicidas fungicidas outros,0,0.7539722722880077
embora cientificismo normatize artigos provam malefícios seres humanos sistema informação agravos notificação sinan própria onu relatem prejuízos hormonais psicológicos neurais humanos prevalece ausência ações administrativo-política quais venham inibir demanda tóxica crescente alimentos consequentemente fisiologia seres bióticos abióticos modo geral,1,0.7189831280250084
ademais notória precisão aumentar produtividade eliminar pragas plantações todavia iniciativas ecologicamente viáveis gerarem hostilidades longo prazo começando contaminação mananciais peixes toda cadeia produtiva subaquática,1,0.7358751634230069
questão utilizar agrotóxicos barato frente técnicas polêmicas uso biotecnologia transgênicos alimentos geneticamente modificados contradição estará gastos maiores aparecimento novas doenças ainda difíceis curar futuro,1,0.7433040640440068
portanto precisa haver diagnóstico situações concretas buscando equacionar impasses causados ecossistemas constituintes,1,0.7284106208210076
base nessas considerações necessidade diminuir gradativamente uso permitir cuidados ecológicos junto fauna flora pensar futuro promissor,1,0.7449212772300077
entretanto soluções ainda precisam integrar medidas qualitativas eficazes combate excesso agrotóxicos,1,0.7277200176270081
tanto ministério saúde ministro gilberto occhi devem revisar leis viabilizam entrada desses produtos fim torná-las justas saúde humana,1,0.7529989561960081
realizando medidas indivíduos sociedade vida próspera isenta malefícios,0,0.7695125897300077
planos maléficos madrasta personagem antagonista conto branca neve sete anões assassinar adorável branca neve através maçã envenenada,0,0.7765103346400076
literatura brasil destacando maiores utilizadores agrotóxicos agricultura contaminando organismo milhões pessoas sendo responsável surgimento agravamento diversas enfermidades,1,0.7652343678840076
nesse contexto pesquisa recente associação brasileira saúde coletiva apontou relação substâncias agrotóxicas doenças cunho grave exemplo câncer infertilidade distúrbios hormonais neurológicos,1,0.7573242606060084
obstante utilização produtos tóxicos alimentação brasileira produtos banidos países china estados unidos mostra lentidão governo brasileiro adoção leis eficientes contra venenos,1,0.768062527098008
ademais baixa fiscalização fraco incentivo consumo alimentos orgânicos conscientização precária população consumidora favorecem estado inércia país maneira análoga teoria físico isaac newton país permanecerá mesmos problemas algo suficientemente capaz parar uso defensivos agrícolas agronegócio embora colabore sucesso plantações comprovadamente prejudicial saúde,1,0.7180568860200084
portanto medidas necessárias resolver questão,0,0.7382561519600077
primeiramente ministério agricultura pecuária abastecimento deve investir adubamento natural economicamente viável pode lucrar dobro agronegócio,1,0.7481519089040075
conseguinte ministério pode investir programas sociais fim incentivar cultivação hortaliças residências populares visitação feiras agroecológicas aumentando uso adubamento natural agricultura familiar,1,0.7549540986330086
medidas brasil estará garantindo primeiro setor econômico país saudável população ajudará prevenir surgimento enfermidades origem tóxicas povo brasileiro,0,0.759333106180008
teoria demográfica thomas malthus afirmava produção alimentos acompanharia crescimento populacional levaria grande calamidade mundial,1,0.7667659950450071
contudo revolução verde caracterizada desenvolvimento insumos agrícolas aumentou produção alimentícia,1,0.7620987896200074
porém favorável ingerir agrotóxicos diariamente benefício agricultura,1,0.7483570282890073
indubitável problema fome solucionado visto dificuldade maior produção sim distribuição alimentos,1,0.750111292860008
além disso brasil países consomem agrotóxicos uso desses insumos acarreta alergias intoxicações doenças graves câncer,1,0.7557178738550074
ademais poluem águas solo leite materno,1,0.7766051945310074
pode-se afirmar dessa forma uso desses venenos configura perigo sociedade meio ambiente,1,0.7428545173540076
entretanto complexa substituição alimentos contaminados outros livres pesticidas,1,0.7466181545200077
produtos orgânicos caros inacessíveis maioria população porque incentivo parte governo produção consequentemente têm capacidade competir mercado,1,0.7432432983600077
luta desigual bolso saúde povo brasileiro,1,0.7966713521100074
população muitos ainda passam fome conseguirá optar alimentos orgânicos,1,0.751482257955008
sendo assim torna-se necessário governo invista através incentivos pequenos produtores alimentos orgânicos fim baratear produção desses alimentos,1,0.7452003653560076
além preciso criada legislação ambiental brasileira emenda estabeleça empresas agrícolas limite uso herbicidas pesticidas plantações favorável saúde meio ambiente,1,0.7579707847920069
empresas brasileiras ti tecnologia informação financiadas governo federal poderiam elaborar aplicativos divulgassem locais venda produtos orgânicos assim análise preços dessa forma qualidade alimentação acessível povo brasileiro,1,0.7500213075480069
agricultura atividade dentre tantos benefícios tirou condição nômade homem permitiu fixar local,1,0.7559840865740076
hodiernamente leis diminuir burocratização uso agrotóxicos plantações tramitam congresso,0,0.7694041987110081
nesse contexto faz-se mister conciliar interesses dessa nova lei passo uso desses produtos químicos melhora produtividade concomitantemente provoca impactos meio ambiente seres vivos,1,0.7494155391840068
primeira instância cabe pontuar viver harmonia meio ambiente tido habilidade espécies segundo visão diretor fundação greenpeace paul watson,1,0.7620473337800081
contrário pressuposto uso agrotóxicos qualquer tipo regulamentação fere princípio harmonia proposto watson vez impactos diversos tais poluição solos rios potencial químicos produtos prejuízo seres vivos alimentarem orgânicos contaminados pesticidas,1,0.7416705591740069
sendo assim incontrovertível regulamentação lei uso desses produtos químicos amenizar efeitos nocivos natureza seres vivos,1,0.7419042089320074
ademais convém frisar uso agroquímicos plantações traz melhora significativa produtividade,1,0.7415554612400074
afirmar população cresce proporção geométrica maior alimentos ocasionando portanto fome mundo thomas malthus levou consideração novas tecnologias futuro iriam invalidar previsão tais ferramentas agrotóxicos combatem pragas plantações permite maior produtividade,0,0.7242543408660075
dessa forma notório erro proibir uso desses defensivos acarretaria perda produção alimentos,0,0.7509677030530076
destarte urge necessidade medidas enérgicas equilibrar interesses dicotômicos uso desses químicos,0,0.751962990033008
imprescindível autoridades públicas reúnam representantes bancada ruralista ambientalistas debater problemas benefícios ambos lados fazer partes desses interesses prevaleçam tanto permitir uso agroquímicos quanto regulamentar uso,1,0.738527784340008
além disso ministérios competentes devem fiscalizar indústrias alimentação comuniquem população meio informações embalagens uso desses defensivos pessoas alimentem conscientes possam fazer escolhas consumir tipo alimento,1,0.7378364470100081
feito espera-se melhor harmonização conjuntura social estará atendendo interesses distintos,0,0.7583244070700075
atual constituição federal 1988 assegura acesso saúde direito inalienável todo cidadão brasileiro,0,0.7727636275580076
porém tal condição democrática anula empecilhos situação brasil encontra diante aumento dsts - doenças sexualmente transmissíveis -,0,0.7326242248410075
nesse contexto vale destacar dois pilares fundamentais dirimir alta incidência dessas moléstias educação mídia quais atualidade pouco relacionadas função,1,0.7526137618560069
primeira instância cabe pontuar educação alicerce sociedade deve alcançar fim social pois contrário torna fútil dizia escritor gilberto freyre,1,0.723476724522007
entanto percebe contemporaneidade educação atendendo função impacto positivo campo saúde consistiria conscientização jovens doenças sexuais,1,0.7608736052120075
perceptível aumento taxa infectados jovens 15 19 anos idade passou 2 4 6 9 mil habitantes 9 anos segundo órgãos ministério saúde,1,0.7707778308770071
sendo assim evidencia pouca atuação educação tendo tentativa erradicar doenças público jovem,1,0.7489747624610077
ademais outra ferramenta bastante eficaz combater tais doenças recurso midiático vez proporciona rapidez propagação informações alto alcance público,1,0.7405378962720081
entretanto percebe-se escassa atenção mídia frente questão pouco discute efeitos alta incidência dessas doenças dessa forma população fica mercê equívocos acerca métodos prevenção,1,0.7262647837820069
dessa forma faz-se necessário presença maior quarto setor combate dsts,0,0.7627813105700074
destarte segundo físico isaac newton todo corpo tende permanecer inerte força atue,0,0.7527812000620077
sob ótica medidas enérgicas necessárias tirar atual cenário inércia,1,0.7655226447360081
imprescindível governo federal parceria ministério educação promova políticas públicas voltadas promoção palestras dinâmicas acerca doenças sexuais escolas fim orientar jovens prevenir lidar,1,0.7616274785000071
mídia vez principal veículo informação junto governantes deve propagar campanhas publicitárias formas proteção alertar jovens consequências forma torná-los conscientes responsáveis,1,0.7491833237800081
feito poder-se-á afirmar país oferece mecanismos exitosos combate dessas doenças,0,0.7554377801800074
colonização brasil muitos indígenas morreram doenças sexualmente transmissíveis principalmente sífilis,0,0.7734445804400075
anos década 70 muitos brasileiros morreram nova doença aids,0,0.7935875805720081
atualmente apesar número mortes dsts diminuído número jovens enfermidades brasil aumentando necessário entender porquês criar estratégias efetivas combate fantasma assombra população desde 1500,1,0.7377548252860069
possíveis porquês brasil questões voltadas sexo ainda tabus,1,0.7604766856500077
atualmente apesar informações estarem disponíveis auxílio internet muitas informações equivocadas circulam,0,0.7598471304090081
vergonha alidada preconceito faz juventude queira procurar pais ficam mercê informações muitas vezes erradas,1,0.7431627287510071
exemplo incomum ver adolescentes acreditam camisinha impede sensação prazer durante ato sexual,0,0.7396601511060076
além disso políticas combate existentes sensibilizando jovens deveriam,1,0.7601825929100077
simplesmente dizer usarem preservativo carnaval suficiente,0,0.7448575130200075
preciso alertar perigos sexo proteção enfatizar importância buscar diagnóstico tratamento precocemente,1,0.756736144497008
muitos ainda afirmam medo realizar teste diagnóstico preconceitos acabam procurando ajuda apenas situação insustentável contaminou terceiros,0,0.7251425430000076
dessa forma perceptível necessidade modificação campanhas combate dsts existentes número jovens contaminados diminua,0,0.7546543732200073
ministérios saúde educação devem criar campanhas envolvam ida profissionais saúde escolas explicar importância usar preservativo procurar tratamento notar alterações corpo,1,0.758648003870008
assim agir local onde maioria juventude frequenta sucesso aumentará conscientização tornará efetiva argumentos autoridade profissionais saúde,0,0.7397565719300077
prazer agora risco vida sex and drugs nenhum rock n roll,0,0.7636214080080082
nesse trecho canção ideologia composta interpretada cazuza faz jogo palavras slogan juventude anos 80 - sexo drogas rock n roll - retratar dentre outros aspectos sociais problemática aids doença pouco conhecida,0,0.7556337823030068
hodiernamente brasil aumento número adolescentes infectados dsts doenças sexualmente transmissíveis levanta discussões maneiras eficazes prevenção tratamento informação juventude século xxi - totalmente distinta jovens anos 80,1,0.7532186960300081
biblioteca virtual saúde dsts transmitidas principalmente contato sexual uso preservativo pessoa infectada geralmente manifestam meio bolhas feridas corrimentos,1,0.7500978110500081
cancro mole hpv gonorréia alguns exemplos dessas enfermidades,0,0.7734397633700076
dentre síndrome imunodeficiência adquirida aids destrutiva pois diante avanços medicina ainda possui cura,0,0.7330185400860073
diante disso percebe-se problemática aumento tipo doença jovens brasileiros,0,0.7573028088000081
acordo departamento dst aids hepatites virais ministério saúde aumento expressivo brasileiros 15 19 anos infectados - variação 187 5 transição estimativa 2 4 6 9 cada 100 mil habitantes,1,0.7710248483300071
elevação dessa taxa pode explicada ausência medidas eficazes acompanhem mudanças comportamentais jovens século xxi imersos sociedade bem dinâmica cosmopolita marcada instantaneidade redes sociais,1,0.7451135627060069
campanhas outras formas prevenção todas dsts portanto devem reformuladas integradas ainda âmbitos virtuais,1,0.7376910939000073
ministério saúde exemplo pode investir criação posts educativos através perfis instagram demonstrando relatos - todo resguardo imagem - jovens infectados mudanças fator trouxe vidas socioemocional,1,0.7477584277080068
além disso mitigar falsa ideia alguns jovens ainda possuem coquetel azt cura aids portanto uso camisinha adoção práticas comportamentos sexuais seguros serem imperativos,1,0.7179664725180069
assim brasil ajudará manter jovens saudáveis,0,0.7529836635040075
conhecidos brasil mundo durante décadas 1980 1990 cantores cazuza freddie mercury compartilhavam algo comum além música ambos portadores vírus hiv,0,0.757416020540008
serem soropositivos dois viraram símbolos luta contra doença inspirando juventude preservarem,0,0.7771067514510082
atualmente número jovens infectados dsts doenças sexualmente transmissíveis verticalizado falta campanhas eficientes conscientização perda medo contrair aids sífilis outras doenças venéreas,1,0.7650622876470085
diante cenário questão faz presente combater aumento dsts jovens brasil,1,0.7724273526600074
segundo organização unaids brasil figura atualmente primeiros lugares ranking países apresentam novos casos aids outras dsts,1,0.7664761108400077
ainda acordo organização aumento número jovens acometidos doenças sexuais reflexo direto queda campanhas eficientes preservação estímulo prática sexo seguro,1,0.7573401193260069
atualmente campanhas existentes realizadas tradicionalmente tv,0,0.7958741145090074
entanto atingir jovens século xxi propagandas devem incluir novas mídias sociais exemplo internet,1,0.7610401850460072
bastasse falha governamental difundir esclarecimentos pais sentem dificuldades hora tratar tema filhos,1,0.7661608569110077
aliado eficiência coquetéis antivirais faz adolescentes ideia errada aids problema superado infectados dsts podem levar vida longa temor males doenças provocam,1,0.7465609232070085
fica clara portanto urgência combater mau,1,0.7423714800050074
governo precisa parceria ministérios saúde telecomunicações realizar parcerias público-privada disponibilizando anúncios prevenção novas mídias exemplo menu inicial netflix youtube,1,0.7738711970820068
medida tornaria assunto corriqueiro presente lares,0,0.7705303394910075
segundo pitágoras educar crianças hoje evita corrigir sociedade vir,0,0.756454207104008
nessa visão ministério educação mec deve proporcionar palestras escolas temas saúde sexual abrindo espaço pais acompanhem infantes adolescentes durantes discussões,1,0.7656206896800081
união pais alunos escola torna tema menos incômodo fácil debatido além dar sensação assunto sério precisa abordado desde infância repassado geração geração,1,0.7426700541610071
doenças sexualmente transmissíveis dsts doenças transmitidas principalmente contato sexual uso camisinha pessoa infectada,0,0.7667418208350072
aids sífilis gonorreia exemplos doenças devem tratadas ênfase sociedade tendo vista números crescem dia após dia desinformação jovens fator preponderante aumento desses números,0,0.7534897349930073
assim sendo indubitável medidas provindas ministério saúde ministério educação combater aumento dsts jovens brasileiros,1,0.7618705050410073
segundo pesquisa divulgada 2013 pcap pesquisa conhecimento atitudes práticas população seis cada dez jovens 15 24 anos fez sexo preservativo último ano sendo 43 4 protegeu durante sexo casual relações sexuais parceiro fixo,0,0.7524753174000065
diante disso visível nível desinformação população jovem pois envolvem alguém momentaneamente maneira inconsequente,1,0.7087081736010074
medida viável esclarecer jovens uso camisinha vai além prevenção gravidez indesejada uso mesma prevenção doenças posteriores doenças cura caso aids,1,0.7472659654100076
todavia cabe frisar somente aconselhar dizer uso camisinha importante bastante necessário contato pessoas convivem tais doenças possam entender dsts tão devastadoras qualquer outras enfermidades,1,0.6926761541160069
prova dessa distração assunto fato ainda hoje aproximadamente 75 jovens fizeram teste hiv,0,0.7452220327710073
sendo assim certamente grande número portadores devido conhecimento doença reforça ainda importância informação,1,0.7125741388830074
levando consideração fatos expostos necessário ministério educação proponha debates psicólogos possam discutir respeito impasse saúde brasileira fim alertar jovens prevenção importante aids cura doenças distante realidade pensam,1,0.7471405920900065
nessa mesma perspectiva importante ministério saúde intensifique número campanhas prevenção meio meios comunicação fim tornar assunto comum jovens,1,0.757783642202008
assim parceria governamental funcionará esforços combate dsts jovens,0,0.7654131451200077
período literário ultrarromântico depressão predominantemente presente poemas vida poetas tal maneira promoveu suicídio,0,0.7313932217100073
nesse contexto suicídio ainda visível sociedade hodierna,1,0.7598859105270073
dessa forma liquidez humana pressão social fatores configuram continuidade dessa problemática,1,0.753123979197008
fundamental pontuar modernidade líquida fato responsável permanência suicídio,1,0.7662871977800078
nesse sentido contemporaneidade relações interpessoais efêmeras conforme defendeu sociólogo zygmunt bauman tornam-se fragilizadas assim acarretam afastamento social,1,0.7360212330600077
consequentemente falta interação resguardo sentimental podem provocar desenvolvimento danos psíquicos situações alarmantes causam ato suicida,1,0.7379884695880075
obstante expositivamente dados folha aproximadamente 30 suicídios acontecem dia brasil,0,0.7726667532500076
sob outro ângulo concerne problemática pressão coletiva desampara jovens,1,0.761651665929008
ocorre porque sociedade determina costume estar mercado trabalho faculdade exerce pressão mormente jovens atingirem metas,1,0.7389931586260075
consoante legitimava teórico émile durkheim fato social nomeia coercitivo induz confirmação desses regras sociedade,1,0.744710161147007
consequentemente promove desamparo social somado pressão impacta diretamente psique humana conseguinte tendo potencial ceifar própria vida,0,0.7353434178500077
torna-se evidente portanto suicídio mal população brasileira,0,0.7414227363960072
sendo assim cabe governo federal meio ministério saúde parceria escolas postos saúde direcionar profissionais saúde mental psicólogos psiquiatras contratados concurso público fim tratar orientar debater alunos pais todos frequentadores desses âmbitos fatos supracitados,1,0.7584474195930067
ademais ministério comunicações cabe elaborar campanhas mediáticas consequências causadas pressão social indivíduo propósito desempenhar reflexão imbróglio modo casos suicídio venham amenizar,1,0.7389247760220085
ultrarromantismo corrente literária século xix caracterizava-se desilusão adolescente obsessão morte,1,0.7802230297200075
traços dialogam forma inquietante realidade contemporânea brasileira autocídio terceira maior causa óbitos jovens segundo oms organização mundial saúde,1,0.7555444240280081
frente problemática torna-se imprescindível analisar possíveis razões cenário perturbador,1,0.7505871175590081
princípio deve-se considerar ainda segundo oms 90 casos suicídios ligados transtornos mentais,1,0.7384567588650076
tendo vista adolescência fase transição vida adulta marcada significativa pressão social decisões peso escolha profissional adequação normas sociais busca corpo perfeito incoerente admitir vulnerabilidade saúde mental jovem tornando-o suscetível patologias depressão podem levar suicídio tratadas,1,0.7448482421710081
significância bem-estar psicológico portanto deve menosprezada disse platão viver bem importante simplesmente viver,1,0.7184395007250075
ademais relevância exatamente fase caracterizada mudanças biológicas fisiológicas juventude si racionalizada causa alterações hábitos níveis elevados estresse pais professores,1,0.7486196753040069
falta informação acerca sinais depressão ansiedade corrobora assim número casos suicídio pois reduz chances formas prevenção,1,0.7143008670600076
destarte suicídio juvenil país problema cuja solução requer medidas visando amparo psicológico adolescentes,1,0.7424420714760073
tal mister estado torne obrigatória assistência psicológica instituições ensino públicas privadas ensino médio superior,1,0.7745855121840071
outrossim escolas devem realizar palestras informativas voltadas pais conscientizando-os sintomas comuns depressão fatores risco suicídio,1,0.7506973022210075
intervenções providenciarão rede apoio saúde mental jovem intencionando prevenir autocídio,0,0.7671255082600075
dessa maneira poder-se-á dizer busca cessação vida jovens brasileiros lugar apenas livros ultrarromânticos,0,0.7255501205670073
limiar século xxi suicídio jovens problemática atual inúmeros fatores quais contribuem tomar decisão final,0,0.7590787425150071
assim período colonial escravos optaram morte prosseguir trabalho forçado jovens utilizam suicídio saída situações parecem irresolutas,0,0.7388845090500077
nesse âmbito possível notar saúde mental influências contemporâneas suma importância decisão tirar própria vida,1,0.7554681239010071
lado saúde mental fator extrema relevância vida indivíduo vive sociedade,1,0.7698154279200075
aumento suicídio jovens problemas depressão relacionamentos situações desfavoráveis gatilho óbito escolha plausível,1,0.7673770835780076
filme “como salvar vida” podemos observar bullying prejudicial saúde mental,1,0.7542026547200075
após sofrer vida social estudante suicida colégio gerando reflexão todos colegas,0,0.768013510263008
dessa maneira importante ambientes trabalho escola promovendo socialização todos,1,0.7581267696000081
outro lado vivemos mundo globalizado cresce exponencialmente número influenciadores inspiram atitudes fãs,1,0.7647381063130076
além disso alguns astros rock kurt cobain chorão suicidaram grande alcance público inevitável influência,0,0.758411949937007
indelével valor policiamento pais jovens internet qualquer tipo apologia erradicada,1,0.7681292931600074
pode-se perceber portanto problema suicídio jovens brasileiros importante deve combatido sociedade,1,0.7308014022720081
medidas devem tomadas promover socialização grupos apoio precisam melhorar saúde mental limites menores internet importante policiamento agências tudo suicídio assunto,1,0.7513547829300081
outras medidas devem tomadas diria oscar wilde “o primeiro passo importante evolução homem nação”,0,0.7525590481450071
automutilação salto prédios uso drogas,0,0.7964360310200077
últimos anos vêm sendo marcados jovens atentam contra própria vida ponto número incidências dessa natureza tornar tamanho segundo organização mundial saúde oms maior causa morte adolescentes planeta,1,0.7564223289110065
motivos levam suicídio vez diversos estimado elevado sofrimento fato pertinente,0,0.7550581175900075
nesse intuito observar causas sofrimento muitas dessas relacionadas excessiva pressão social tais indivíduos quais têm buscado atentado contra própria vida fuga desafios,1,0.7330161711500071
hoje observa-se sociedade impõe inúmeras exigências jovens tais aprovação vestibular universidade renomada uso inúmeros produtos serviços destinados juvenis atribuição responsabilidades condizentes fase vida obrigando-os verdadeiro salto infância vida adulta,1,0.749708048546007
dessa forma muitos jovens conseguirem atender “suas obrigações” frustram-se julgam-se inúteis meio vivem sofrendo posteriormente problemas depressivos,1,0.7404509416800077
responsáveis ainda despreparados tais ocasiões maioria vezes vendo-os apenas seres preguiçosos “cheios frescura”,1,0.7399746693330073
ademais muitos jovens julgados escolhas divergirem padrões estabelecidos dignos corretos meio social observa estilo vestuário estilo alimentação homossexualidade,1,0.745638502358008
dois primeiros exemplos estilos vestuário alimentação muitos jovens sofrem bullying optarem vestimentas consideradas sociais dito estilo gótico simplesmente aderirem alimentação saudável vegana sofrendo conseguintemente ataques preconceituosos,1,0.7463706204710069
terceiro último exemplo polêmico homossexualidade onde observados inúmeros jovens depressivos devido bombardeios preconceituosos provenientes desde familiares colegas estudo trabalho depreciando-lhes força mental impulsionando-os suicídio afinal pressão psicológica torna tamanha além raramente possuírem algum apoio amigo enxergam outra solução,1,0.7153301600640064
pode-se inferir dessa forma contínua pressão social psicológica jovens elevado nível sofrimento depressão raro suicídio,1,0.7478162316400074
reflexo barreira cultural insustentável dias atuais precisa derrubada meio maior diálogo jovens responsáveis maior preparação destes lidar tais situações estímulo respeito compreensão próximo fim impulsionar indivíduos valorizarem própria vida daquele alcance,1,0.7420565059120064
tornado cada vez frequente ocorrência suicídios sociedade principalmente adolescentes jovens,1,0.7682002628600074
modo fatores proporcionam indivíduo cometer atentado contra própria vida tais bulliyng - comum prática pessoas faixa etária 12 24 anos- sofrido cotidiano escolar exclusão social gênero classe social exemplo,0,0.744860143311007
tal realidade poderia evitada pequenas percepções pessoas próximas pais familiares professores colegas classe quais atentam mudança comportamental vítima proporcionam auxílio necessário,1,0.7380506681670084
princípio muitos casos violência ignorados pessoas assistem,1,0.7693564896180073
exemplo meios educacionais onde determinado aluno alvo brincadeiras desagradáveis insatisfação tende demonstrar educador demais estudantes interferem impedir tal situação denunciam maioria casos,0,0.726029194770007
sob lógica percebe-se padecente fica exposto atos sociais causando indignação raiva desgosto ambiente frequenta,1,0.7492106311470071
maneira análoga surgem problemas saúde depressão autocídio utilizado fim situação problemática,0,0.7559978280390081
cabe ainda pontuar muitos casos suicídio poderiam evitados caso conhecimento situação indivíduo encontra,1,0.7253972122590072
mudança comportamento demonstrada através isolamento consumo álcool drogas ilícitas ainda agressividade,1,0.7527713048850081
2017 série 13 reasons why - série americana relata violência sofrida estudante deixa gravado treze motivos levou suicidar - fez mundo olhasse cautela problema adquirindo apoio comunidade internacional certamente evitou muitas tragédias poderiam ocorrer caso passassem despercebidas,1,0.722848217405008
fica evidente diante quadro suma importância todas pessoas estarem atentas comportamento familiares fim poder agir evitar tragédias levando-as tratamentos acompanhamentos especialistas psicólogos,1,0.747351657465007
ainda escolas meio palestras atividades extracurriculares devem tratar tema maior seriedade corrigindo posturas violentas advertindo solução tal problema,1,0.7380155031100081
outro lado sente constrangido situações agressões físicas verbais psicológicas devem procurar assistência autoridades através queixas,1,0.7475560248230075
formação sociedade princípios morais processo educação deve-se começar base moldando pensamentos crianças cresçam dignidade respeito próximo,1,0.7563649258700077
notório saber sempre atrelado inúmeras realizações humanas cunho científico religioso antropológico político-econômico,1,0.7560487932630077
